Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
62719,964.622,363.7687768,221.9326844,1.639095105,0.792330024,63475,282.5885897,0.797180843,0.988089799,0.847021948,0.776835748,0.005799977,0.001302935,0.603473779,0.989150917,CALI
62728,981.369,371.758835,217.0091579,1.713102058,0.811943246,63882,282.6088643,0.770993117,0.981935443,0.818477292,0.760194077,0.005926521,0.001220893,0.577895034,0.989993172,CALI
62741,957.314,365.7572805,221.4077453,1.651962446,0.795966527,63687,282.6381472,0.756845762,0.985146105,0.860305066,0.772747837,0.005829637,0.001282249,0.597139219,0.986451565,CALI
62779,955.337,370.2664775,216.7557673,1.708219726,0.810741166,63279,282.7237262,0.751664272,0.992098484,0.864392642,0.76356825,0.005897935,0.00123672,0.583036472,0.995954403,CALI
62911,950.094,361.4241806,222.9701851,1.620952955,0.787025042,63883,283.0207996,0.777254757,0.984784685,0.875796694,0.783071014,0.005745008,0.001332524,0.613200213,0.993968698,CALI
63007,962.629,369.3044686,219.0893003,1.685634433,0.805019433,63780,283.2366572,0.786074307,0.987880213,0.85443845,0.766946196,0.005861324,0.001250936,0.588206467,0.991501075,CALI
63038,959.999,361.0622912,223.0374861,1.618841288,0.786393577,63717,283.3063261,0.794539886,0.989343503,0.859549177,0.784646675,0.005727693,0.001339233,0.615670404,0.99667267,CALI
63064,972.177,364.0969279,222.1178334,1.639206193,0.792361858,64230,283.3647449,0.733985102,0.981846489,0.838495417,0.778267333,0.005773451,0.001306563,0.605700041,0.992867258,CALI
63076,990.318,387.0968064,210.5927151,1.83813009,0.839065029,63886,283.3917033,0.721082836,0.987321166,0.808210825,0.732095173,0.00613699,0.00108744,0.535963342,0.985170346,CALI
63139,971.167,378.9365767,214.3428288,1.767899485,0.824650215,64207,283.5331931,0.714630116,0.9833663,0.841239642,0.748233901,0.006001625,0.001160374,0.559853971,0.989765547,CALI
63169,970.643,365.6305243,222.0500065,1.646613436,0.794467186,63951,283.6005444,0.720811082,0.987771888,0.842548311,0.775647889,0.005788132,0.00129234,0.601629648,0.990651462,CALI
63213,964.795,359.6080056,225.8670332,1.592122589,0.778138814,64317,283.6992974,0.798143939,0.98283502,0.853387304,0.78891263,0.00568883,0.001359309,0.622383137,0.990910252,CALI
63219,981.824,367.1035044,222.0402827,1.653319389,0.796344124,64634,283.712761,0.768078437,0.978107498,0.824119515,0.772841331,0.005806854,0.001277856,0.597283723,0.98750076,CALI
63231,934.028,355.6625584,227.2279162,1.56522387,0.76930122,63775,283.7396864,0.761158995,0.991470012,0.910793921,0.79777778,0.005624813,0.001405451,0.636449387,0.996185773,CALI
63320,965.707,378.9902211,215.1549137,1.76147602,0.823231573,64441,283.9393033,0.77526783,0.982604243,0.853218005,0.749199551,0.005985316,0.001163207,0.561299967,0.988716431,CALI
63391,989.467,376.5126196,215.158764,1.749929273,0.820635725,64276,284.0984477,0.697931232,0.986231253,0.813644771,0.754552259,0.005939528,0.001187651,0.569349112,0.996320678,CALI
63409,990.243,374.8087513,218.0335152,1.719041915,0.81338955,64645,284.13878,0.764369063,0.980880192,0.812600726,0.758090036,0.005910971,0.001204264,0.574700503,0.987934254,CALI
63441,964.004,364.0151102,224.0159248,1.624951933,0.78821277,64762,284.2104677,0.728302797,0.979602236,0.857871445,0.780765578,0.005737853,0.001315261,0.609594887,0.99056239,CALI
63449,967.614,363.3525269,223.9302989,1.622614397,0.787519787,64133,284.2283868,0.765210994,0.989334664,0.85158962,0.782238641,0.005726686,0.001322636,0.611897291,0.992873354,CALI
63450,996.603,374.6192675,217.0295963,1.726120648,0.815090407,64422,284.2306266,0.791196459,0.984911987,0.802781046,0.758718655,0.005904165,0.001206872,0.575653997,0.99364825,CALI
63464,954.362,359.2114569,226.2459368,1.587703461,0.776724467,64109,284.2619821,0.738726574,0.98993901,0.875610636,0.791349988,0.005660082,0.001369232,0.626234804,0.994275165,CALI
63529,967.428,368.4339133,221.9855911,1.659719946,0.798110362,65036,284.4075158,0.775689866,0.976828218,0.852991252,0.771936311,0.00579946,0.001270262,0.595885668,0.989003329,CALI
63592,966.595,361.9308349,226.0274461,1.601269408,0.781021185,64532,284.5485005,0.695055305,0.985433583,0.855309428,0.786195795,0.005691452,0.001341299,0.618103828,0.989750751,CALI
63640,977.03,380.1375465,214.574044,1.771591472,0.825457536,64680,284.6558705,0.756970216,0.983920841,0.837768905,0.748823349,0.005973249,0.001158532,0.560736407,0.993395837,CALI
63652,956.09,362.3406291,225.2317375,1.608745877,0.783333062,64607,284.6827067,0.783988176,0.98521832,0.875032868,0.785677023,0.005692525,0.001338015,0.617288384,0.993060143,CALI
63716,979.012,373.0874676,218.6783262,1.706101716,0.810215919,64479,284.8257903,0.752255018,0.98816669,0.835376661,0.763428995,0.005855475,0.001226921,0.58282383,0.994356737,CALI
63745,944.139,356.6672994,228.0424993,1.564038723,0.768898917,64278,284.8906014,0.788562168,0.991707894,0.898636624,0.798757278,0.00559522,0.001404935,0.63801319,0.997877335,CALI
63819,966.163,364.7912673,224.6349532,1.623929233,0.787910025,64489,285.0559147,0.740703343,0.989610631,0.859130338,0.781421981,0.005716029,0.00131467,0.610620312,0.991604175,CALI
63844,981.088,371.4302991,220.8342991,1.681941169,0.804057815,65054,285.1117421,0.741027903,0.981400068,0.833516162,0.767604966,0.005817779,0.001245914,0.589217384,0.991028975,CALI
63962,979.26,377.9745192,216.816579,1.743291592,0.819116286,64599,285.3751001,0.81929038,0.990139166,0.83817725,0.755011477,0.005909361,0.001184498,0.570042331,0.993750003,CALI
63969,969.999,360.8816397,228.9221591,1.576438214,0.773053043,65307,285.3907154,0.772236709,0.97951215,0.854352024,0.790815281,0.005641508,0.001361054,0.625388809,0.985886817,CALI
63975,985.876,378.4011461,217.376548,1.740763433,0.818532237,64993,285.4040993,0.792515237,0.984336775,0.827133422,0.754236879,0.005914828,0.001180736,0.568873269,0.990273785,CALI
63991,982.049,372.1201728,220.9892332,1.683883723,0.804564531,65219,285.4397865,0.771515035,0.981171131,0.833801065,0.767063458,0.005815195,0.00124185,0.588386348,0.990774195,CALI
63993,972.943,381.3852693,214.8941752,1.774758524,0.826145436,64754,285.4442471,0.791600693,0.98824783,0.849508129,0.748440671,0.005959797,0.001153561,0.560163439,0.994154838,CALI
64033,988.352,383.1935652,215.0761829,1.781664339,0.82763076,65273,285.5334442,0.695315554,0.981002865,0.823740507,0.745141542,0.005984314,0.001138018,0.555235918,0.989244035,CALI
64060,988.523,389.1215742,210.5194186,1.848388034,0.84101491,64799,285.5936365,0.796122538,0.988595503,0.823802757,0.733944493,0.00607433,0.001087254,0.538674519,0.995679535,CALI
64072,962.35,355.0873662,232.2669191,1.528790099,0.756397678,65356,285.6203846,0.761773413,0.980353755,0.869384801,0.804366508,0.005542005,0.001431076,0.647005479,0.989135569,CALI
64109,981.018,373.4990076,220.4077647,1.694581895,0.807318419,65040,285.7028421,0.678043363,0.985685732,0.837095321,0.764936014,0.005826,0.001230412,0.585127106,0.991545799,CALI
64132,968.793,380.8541775,215.9688009,1.763468501,0.823673539,65166,285.7540874,0.743404275,0.98413283,0.85866283,0.750297894,0.005938598,0.00116091,0.56294693,0.992739179,CALI
64137,1007.701,393.1304149,213.5250628,1.841144125,0.839641806,66763,285.7652265,0.798707364,0.960666836,0.793697709,0.726896764,0.006129542,0.001055598,0.528378906,0.972821718,CALI
64149,943.894,351.2026644,233.2841519,1.505471596,0.747516105,64831,285.7919585,0.7712812,0.989480341,0.904801483,0.813752251,0.005474796,0.001480868,0.662192725,0.996912339,CALI
64222,958.611,365.0574836,224.9765328,1.622646945,0.787529461,64957,285.9545244,0.804444222,0.988684822,0.878231224,0.78331369,0.005684306,0.001320079,0.613580337,0.995624259,CALI
64252,966.933,378.9307449,217.7462558,1.740240004,0.818410945,65281,286.0213055,0.746768945,0.984237374,0.863582335,0.754811557,0.005897571,0.001180884,0.569740486,0.991485186,CALI
64252,951.839,357.2425199,230.739416,1.548250949,0.76343038,65192,286.0213055,0.783408115,0.985581053,0.891188398,0.800636233,0.005560022,0.00140928,0.641018378,0.992457313,CALI
64295,961.549,352.1611742,232.98368,1.51152722,0.749872361,64960,286.116998,0.728192176,0.989762931,0.873864755,0.81246037,0.005477272,0.001472152,0.660091853,0.997746804,CALI
64313,960.54,371.7750098,222.1086683,1.673842865,0.80192282,65036,286.1570458,0.745657971,0.98888308,0.875946784,0.769704897,0.005780713,0.001251579,0.592445629,0.991660889,CALI
64346,967.065,376.0208577,220.8809807,1.702368654,0.80928454,65560,286.2304522,0.760231569,0.981482611,0.864609668,0.761208976,0.005843733,0.00121028,0.579439106,0.98641897,CALI
64388,973.025,374.4032686,220.6201874,1.697049001,0.807944801,65308,286.3238513,0.783881178,0.985912905,0.854607701,0.7647472,0.005814799,0.001226835,0.58483828,0.992499218,CALI
64429,952.229,358.2573631,229.9439759,1.558020217,0.766838421,65054,286.4149972,0.731781836,0.990392597,0.892911564,0.799467162,0.005560499,0.001401187,0.639147743,0.995805104,CALI
64445,972.438,371.2981495,222.6643886,1.66752372,0.800231193,65116,286.4505585,0.784575116,0.989695313,0.856397221,0.771483938,0.005761473,0.001258986,0.595187466,0.992489218,CALI
64456,957.016,357.0359673,230.7953004,1.546981099,0.76298151,65050,286.4750043,0.745587045,0.990868563,0.884371661,0.802370155,0.00553922,0.001416209,0.643797865,0.995943129,CALI
64474,983.303,381.6531652,216.7944165,1.760438167,0.823000671,65241,286.5150021,0.789281036,0.988243589,0.837953174,0.750720885,0.005919489,0.001159786,0.563581848,0.992150995,CALI
64531,980.585,386.0373463,215.9650235,1.787499383,0.828870342,65443,286.6416248,0.76415072,0.986064209,0.843349842,0.742523042,0.0059822,0.00112171,0.551340468,0.985520747,CALI
64564,997.3,386.6439511,214.293814,1.804270239,0.832356442,65459,286.7149071,0.684484495,0.986327319,0.81573417,0.741547634,0.005988538,0.001117009,0.549892893,0.992155382,CALI
64571,973.638,367.600901,225.4166781,1.63076177,0.789919656,65393,286.7304495,0.802094332,0.987429847,0.855957783,0.780004751,0.005692972,0.001299894,0.608407412,0.992167549,CALI
64588,979.277,378.6367712,219.3767145,1.725966095,0.815053532,65794,286.7681916,0.814764356,0.981670061,0.846351156,0.757370159,0.005862339,0.001189826,0.573609558,0.990030648,CALI
64605,996.636,385.5914274,216.2022804,1.783475302,0.828016978,66097,286.8059288,0.787097953,0.977427115,0.817340189,0.743807845,0.005968446,0.001126896,0.553250111,0.986707908,CALI
64652,978.747,376.2127996,219.2937613,1.715565447,0.812545196,65266,286.9102352,0.792964726,0.990592345,0.848107572,0.762627522,0.005819043,0.001214175,0.581600738,0.997774129,CALI
64654,956.994,359.5664068,230.4623552,1.560195835,0.767586657,65352,286.9146729,0.708412771,0.989319378,0.887129116,0.797946269,0.005561395,0.001390779,0.636718249,0.99340516,CALI
64748,960.007,354.7152061,234.3659532,1.513509967,0.750636121,65496,287.1231688,0.796800394,0.988579455,0.882851019,0.809447026,0.005478396,0.001450731,0.655204488,0.991658524,CALI
64782,974.821,374.8584851,221.3174873,1.693758996,0.807108773,65489,287.1985449,0.797326736,0.989204294,0.856671784,0.766151912,0.005786461,0.00122985,0.586988752,0.994217479,CALI
64821,977.898,371.552348,227.956733,1.629924869,0.789675132,66064,287.2849814,0.743002224,0.981184912,0.851801646,0.7732019,0.005731975,0.001263734,0.597841178,0.974436204,CALI
64839,953.714,370.2297237,223.8928761,1.653602071,0.796422647,65397,287.3248664,0.707764351,0.991467499,0.895797521,0.776071849,0.005709985,0.001277681,0.602287515,0.995943883,CALI
64840,993.808,391.2499005,212.0103957,1.845427906,0.840456033,65580,287.3270821,0.769522905,0.988716072,0.824988497,0.734382505,0.006034082,0.001082631,0.539317664,0.995271867,CALI
64879,991.26,390.9495828,213.0718207,1.834825372,0.838428898,65615,287.4134799,0.757861415,0.988783053,0.829733927,0.735167634,0.006025826,0.00108578,0.540471451,0.99167073,CALI
64930,990.342,377.2082382,220.6748903,1.70933919,0.811017858,65973,287.5264225,0.745293848,0.984190502,0.831926333,0.762248523,0.00580946,0.001209767,0.581022811,0.993165061,CALI
64934,1005.197,393.1435875,211.6841501,1.857217875,0.842663986,66119,287.5352789,0.749598846,0.982077769,0.807569026,0.731374714,0.006054511,0.001068608,0.534908972,0.993442505,CALI
65019,985.505,384.2500817,217.5845569,1.765980487,0.824228275,66378,287.7234123,0.780380955,0.979526349,0.841264351,0.748792065,0.005909812,0.001146036,0.560689557,0.990166817,CALI
65049,964.019,371.5166427,224.0672843,1.658058399,0.797654197,65696,287.7897829,0.813071846,0.990151607,0.879588011,0.774634969,0.005711335,0.001268545,0.600059335,0.99493342,CALI
65144,974.566,368.2026409,226.9820111,1.622166616,0.787386627,66001,287.9998557,0.77937429,0.987015348,0.861909711,0.782177594,0.005652134,0.00130501,0.611801788,0.992444437,CALI
82830,1093.724,419.0273771,253.5004339,1.652965128,0.796245651,84075,324.7497983,0.750339705,0.985191793,0.87012579,0.775008546,0.005058884,0.001125798,0.600638246,0.992834076,CALI
82831,1106.714,420.2950814,252.1565469,1.666802177,0.800036583,83834,324.7517586,0.748355679,0.98803588,0.84982981,0.772675611,0.005074128,0.001115655,0.597027599,0.995126902,CALI
82842,1121.336,430.4318957,246.8155234,1.743941749,0.819266006,84293,324.7733215,0.72325825,0.982786234,0.82792102,0.754528939,0.005195817,0.001038813,0.56931392,0.992850313,CALI
82843,1116.382,429.1989976,248.0660354,1.730180421,0.816054892,84069,324.7752817,0.754909376,0.985416741,0.835295286,0.756700933,0.005180872,0.001047803,0.572596301,0.99069491,CALI
82861,1120.201,429.1834536,248.5290287,1.726894664,0.815274904,84461,324.8105631,0.765190972,0.981056346,0.829789858,0.756810544,0.005179559,0.001048145,0.5727622,0.989099987,CALI
82870,1105.912,425.5896073,249.6607178,1.704671889,0.809860034,84088,324.8282024,0.761896881,0.985515175,0.851463551,0.763242797,0.005135629,0.001075039,0.582539568,0.993038825,CALI
82879,1099.559,409.2821438,262.3104973,1.560296473,0.767621175,85153,324.8458407,0.682232759,0.973295128,0.861424642,0.793696587,0.004938309,0.00120886,0.629954273,0.98291543,CALI
82892,1101.387,423.5195825,250.0040237,1.694051065,0.807183223,83670,324.8713166,0.754331683,0.990701566,0.858702229,0.767075078,0.005109294,0.001091169,0.588404175,0.996786718,CALI
82896,1107.807,429.8403264,247.6613612,1.735597044,0.817329452,84124,324.8791549,0.765542462,0.985402501,0.848819267,0.755813578,0.005185296,0.001043788,0.571254164,0.991467039,CALI
82950,1111.235,426.1205902,249.6289112,1.707016179,0.810442979,84409,324.9849539,0.77789448,0.982715113,0.844139905,0.762659588,0.005137078,0.001072059,0.581649647,0.992885359,CALI
82961,1110.823,439.3240902,241.8592954,1.816444927,0.834818076,83863,325.0065013,0.77884489,0.989244363,0.844878222,0.73978757,0.00529555,0.000978406,0.547285649,0.994114241,CALI
83001,1119.895,432.2294073,246.7591762,1.751624454,0.821020557,84155,325.0848435,0.739759358,0.986287208,0.831646143,0.752111814,0.00520752,0.001027875,0.56567218,0.990845224,CALI
83018,1118.78,444.7359468,240.2116079,1.851434037,0.841586819,84398,325.1181332,0.740306759,0.983648902,0.833475316,0.731036327,0.005357103,0.000943769,0.534414112,0.989432476,CALI
83039,1114.391,434.3883107,247.8111906,1.752900301,0.82130934,85152,325.1592511,0.707027791,0.975185551,0.840265984,0.748545122,0.005231136,0.001013089,0.5603198,0.982184746,CALI
83051,1110.932,433.04735,246.8559264,1.754251382,0.821614354,84323,325.1827447,0.735719854,0.984915148,0.845628822,0.750917295,0.005214234,0.001022678,0.563876784,0.989181627,CALI
83064,1105.94,422.4408423,252.0911091,1.675746693,0.802428032,84057,325.2081942,0.688465077,0.988186588,0.853413626,0.769831327,0.005085727,0.001101831,0.592640272,0.993114975,CALI
83074,1109.599,433.9891244,246.8393388,1.758184601,0.822497663,84328,325.2277693,0.80298871,0.985129494,0.847896559,0.749391519,0.005224127,0.001016316,0.561587649,0.987374757,CALI
83091,1122.204,432.5212346,247.9635562,1.744293562,0.819346941,84877,325.2610444,0.745143933,0.978957786,0.82912541,0.752011736,0.005205392,0.001026908,0.565521651,0.986435775,CALI
83097,1138.925,447.9528602,238.9724908,1.874495507,0.845814653,83743,325.2727877,0.760822194,0.992285922,0.805016824,0.726131735,0.005390722,0.000924461,0.527267297,0.988360179,CALI
83108,1143.976,458.9522407,234.2889049,1.958915814,0.859885791,85574,325.2943161,0.629405795,0.971182836,0.798029358,0.708775962,0.005522359,0.000859687,0.502363365,0.984087539,CALI
83173,1107.612,426.6362051,250.914101,1.700327735,0.808772289,84478,325.4215,0.68465287,0.984552191,0.851955529,0.762761097,0.005129504,0.001071049,0.581804492,0.989258314,CALI
83266,1117.778,448.4737097,237.7470978,1.886347778,0.847919542,84030,325.6033844,0.797238685,0.990908009,0.837464586,0.726025578,0.005386036,0.000923117,0.52711314,0.994318701,CALI
83287,1109.766,432.8764487,246.3195329,1.757377677,0.822317007,83902,325.644441,0.760139822,0.99267002,0.849814727,0.752280338,0.005197407,0.001026799,0.565925707,0.994545204,CALI
83296,1142.638,446.7658888,239.0133166,1.869209194,0.844861177,84270,325.6620351,0.702587807,0.988441913,0.801708862,0.728932184,0.005363594,0.00093408,0.531342129,0.993189593,CALI
83343,1113.526,416.8090886,257.6891372,1.617488006,0.785987328,84140,325.7539,0.806532153,0.990527692,0.844652884,0.781542219,0.005001129,0.001150953,0.61080824,0.987975002,CALI
83431,1088.656,424.5506959,251.8191175,1.685935127,0.805097396,84489,325.9258328,0.729285583,0.98747766,0.884618408,0.76769591,0.005088644,0.001090282,0.58935701,0.993617685,CALI
83432,1125.326,447.4924431,240.0153588,1.864432532,0.843991704,84920,325.927786,0.688042223,0.982477626,0.827915117,0.728342548,0.005363559,0.000931055,0.530482867,0.989049514,CALI
83444,1106.53,423.0564274,252.9254619,1.672652584,0.80160592,84671,325.9512242,0.762393787,0.985508616,0.856403814,0.770467491,0.005069944,0.001102047,0.593620155,0.992920286,CALI
83448,1130.077,457.7684522,237.078752,1.930870854,0.855440545,85553,325.9590366,0.785163858,0.975395369,0.82112585,0.712060945,0.005485673,0.000869918,0.507030789,0.979010973,CALI
83461,1115.612,435.778211,247.3506306,1.761783303,0.823299847,85055,325.9844255,0.778089573,0.981259185,0.842688552,0.748051227,0.005221339,0.001008526,0.559580638,0.985859825,CALI
83469,1105.279,420.0168841,255.4732011,1.644074142,0.793749286,85238,326.0000484,0.698502891,0.979246346,0.858600698,0.77615939,0.00503201,0.001126484,0.602423398,0.990428732,CALI
83522,1134.917,462.4802456,230.6929039,2.004744133,0.866707463,84089,326.1035315,0.700452868,0.993257144,0.81485915,0.705118834,0.005537227,0.000844348,0.49719257,0.996743888,CALI
83546,1120.191,438.0143099,244.91133,1.788460787,0.82907324,84546,326.150381,0.789473187,0.988172119,0.836664549,0.744611246,0.005242792,0.00099417,0.554445907,0.991604764,CALI
83551,1112.709,427.6831271,252.4009874,1.69445901,0.807287135,85539,326.1601404,0.800849245,0.976759139,0.848004808,0.762621015,0.005118827,0.001068035,0.581590812,0.985481792,CALI
83575,1118.077,431.5356315,248.8398063,1.734190514,0.816999826,85300,326.2069818,0.727751654,0.979777257,0.840122898,0.755921314,0.005163454,0.001039983,0.571417033,0.990945999,CALI
83577,1120.306,419.0831638,257.6042703,1.626848667,0.788772434,85744,326.2108849,0.755723741,0.974727095,0.836803173,0.778391768,0.005014336,0.001135497,0.605893745,0.985697431,CALI
83581,1101.693,427.2737028,251.6375717,1.697972604,0.808178471,84407,326.218691,0.79728518,0.990214082,0.865358865,0.76348881,0.005112091,0.001071492,0.582915164,0.989773978,CALI
83589,1101.208,416.8628541,256.9779746,1.622173475,0.787388668,85079,326.2343028,0.727772167,0.982486865,0.866204186,0.782593842,0.004987054,0.001153904,0.612453122,0.99350521,CALI
83592,1112.64,430.5926125,249.2471351,1.727572966,0.815436348,84331,326.240157,0.784989858,0.991236912,0.848526172,0.757653865,0.005151122,0.001047044,0.574039379,0.991694912,CALI
83600,1107.153,424.8789303,253.2739853,1.677546669,0.802903814,84653,326.2557677,0.723753127,0.987560984,0.857039541,0.767879376,0.005082284,0.00108996,0.589638735,0.989146496,CALI
83641,1112.883,429.4870835,251.5901959,1.707089904,0.810461266,85293,326.3357608,0.812056428,0.98063147,0.84865283,0.759826717,0.005134887,0.001055769,0.57733664,0.98556555,CALI
83706,1126.544,446.9605372,239.8446911,1.863541507,0.843828675,84590,326.4625389,0.741890311,0.989549592,0.828838919,0.730405733,0.005339648,0.000937452,0.533492535,0.994185483,CALI
83743,1105.143,421.8471866,255.1053802,1.653619325,0.796427438,84943,326.534683,0.758871611,0.985872879,0.861631216,0.77405917,0.005037402,0.001115535,0.599167598,0.990795119,CALI
83749,1122.304,436.0196041,246.3986313,1.769569911,0.825016208,84824,326.5463805,0.702403717,0.9873267,0.83554236,0.748925914,0.005206266,0.001010326,0.560890025,0.992534111,CALI
83749,1109.583,440.1503488,243.96224,1.804174075,0.832336771,84500,326.5463805,0.809638438,0.991112426,0.854810613,0.741897357,0.005255589,0.000982147,0.550411689,0.993038499,CALI
83773,1134.941,447.3225626,242.4610804,1.844925222,0.840360821,86024,326.5931665,0.784237182,0.973832884,0.817273396,0.730106625,0.005339699,0.000935926,0.533055684,0.983447876,CALI
83787,1117.773,442.8986941,242.995188,1.822664464,0.836053887,85035,326.6204552,0.715028162,0.98532369,0.842712188,0.737460868,0.005286007,0.000964414,0.543848531,0.991253391,CALI
83810,1123.285,442.5761071,243.2735867,1.819252608,0.835377753,84912,326.6652817,0.7957124,0.987021858,0.834691106,0.738099677,0.005280708,0.00096679,0.544791133,0.99111269,CALI
83874,1107.515,431.1387657,248.798989,1.732879894,0.816691835,84605,326.7899839,0.806031252,0.991359849,0.859286493,0.757969382,0.005140315,0.001046589,0.574517584,0.995569971,CALI
83936,1129.483,432.9425173,252.0038481,1.717999628,0.813137033,86096,326.9107438,0.709554162,0.974911726,0.826796702,0.755090412,0.005158007,0.001034326,0.57016153,0.979537297,CALI
83969,1106.607,437.1935026,245.376285,1.781726798,0.827644103,84557,326.9750011,0.771320179,0.993046111,0.861672076,0.747895381,0.005206606,0.001004842,0.559347501,0.996604431,CALI
84080,1114.181,437.0809816,248.0983867,1.7617244,0.823286763,85529,327.1910465,0.76743337,0.983058378,0.851120538,0.748582209,0.005198394,0.001006948,0.560375323,0.98722688,CALI
84099,1105.804,428.8342168,251.0697698,1.70802808,0.810693734,85023,327.228013,0.778305292,0.989132352,0.864259939,0.76306414,0.00509916,0.001066406,0.582266882,0.994528184,CALI
84146,1141.257,451.5574916,239.2381116,1.887481424,0.848118524,85277,327.3194384,0.772137496,0.986737338,0.81185119,0.724867696,0.005366357,0.000913891,0.525433176,0.991745359,CALI
84156,1125.18,435.7000851,247.4989463,1.760411879,0.822994816,85328,327.3388873,0.798822971,0.986264767,0.835316271,0.751294063,0.005177291,0.001017471,0.564442769,0.993651756,CALI
84160,1124.141,439.6609796,247.1911519,1.778627496,0.826980046,85880,327.3466665,0.704385671,0.979972054,0.836900862,0.744543368,0.005224109,0.000990266,0.554344827,0.985972951,CALI
84166,1108.716,443.6134549,242.4510878,1.829702885,0.837435073,84748,327.358335,0.811786265,0.993132581,0.860410936,0.737935992,0.005270697,0.000964101,0.544549529,0.996363844,CALI
84221,1104.125,423.0738082,256.2221736,1.651199045,0.795753607,86131,327.4652771,0.755751974,0.977824477,0.868148004,0.774014535,0.005023377,0.001112172,0.599098501,0.989230873,CALI
84226,1113.968,440.5559563,245.6595216,1.793359986,0.830101359,85372,327.4749974,0.788477921,0.986576395,0.852924539,0.743322143,0.005230641,0.000985015,0.552527808,0.990881262,CALI
84228,1118.273,426.1572737,253.547419,1.68077938,0.803753769,85117,327.4788854,0.764340227,0.989555553,0.846390293,0.768446078,0.005059568,0.001088295,0.590509374,0.99251598,CALI
84265,1124.466,442.88142,244.9378087,1.808138247,0.833144708,85624,327.5508056,0.670205997,0.984128282,0.837460693,0.739590307,0.005255817,0.000970029,0.546993823,0.989040452,CALI
84277,1116.607,433.5655955,249.7215446,1.736196195,0.817469582,85361,327.5741277,0.745484299,0.987300992,0.849411701,0.755535335,0.00514453,0.001034057,0.570833643,0.991079199,CALI
84307,1126.741,444.3556851,242.4084762,1.833086417,0.838092585,84990,327.6324256,0.819071213,0.99196376,0.834498007,0.737320207,0.005270686,0.000960885,0.543641087,0.996541093,CALI
84331,1113.655,434.3328911,249.7984705,1.738733188,0.818061066,85972,327.6790565,0.750937213,0.98091239,0.854467939,0.754442187,0.005150335,0.001029246,0.569183014,0.989657397,CALI
84341,1111.263,417.0962652,262.6515837,1.588021132,0.776826619,85951,327.698484,0.763847631,0.981268397,0.858252152,0.785666311,0.004945356,0.001162331,0.617271552,0.980240269,CALI
84365,1108.866,445.2606934,242.4188885,1.836740924,0.838798103,84908,327.7451055,0.795258519,0.993604843,0.862211955,0.736074642,0.005277789,0.000955695,0.541805879,0.995157031,CALI
84382,1101.786,422.363429,257.7041876,1.638946704,0.792287484,85894,327.7781251,0.777685615,0.982396908,0.873504566,0.77605707,0.005005374,0.00111993,0.602264575,0.987079541,CALI
84442,1119.674,443.7774674,245.1097166,1.810525807,0.833628383,86086,327.894638,0.7354678,0.980902818,0.84641858,0.738871759,0.005255412,0.000966191,0.545931476,0.988423027,CALI
84459,1114.52,437.4712277,249.1185799,1.756076275,0.822025038,85700,327.9276425,0.785774759,0.985519253,0.854437039,0.749598195,0.005179688,0.001008782,0.561897453,0.986734787,CALI
84471,1135.934,435.4694636,249.5624109,1.744932108,0.819493695,85565,327.9509378,0.697784496,0.987214398,0.822642802,0.753097439,0.005155254,0.001022903,0.567155752,0.989648282,CALI
84511,1118.151,436.6164778,247.9467271,1.760928579,0.823109837,85464,328.0285768,0.810680403,0.988849106,0.849419431,0.751296832,0.005166386,0.001015343,0.56444693,0.993950731,CALI
84516,1094.382,421.1212864,256.271092,1.643264884,0.793519659,85186,328.0382803,0.827160977,0.992134858,0.886769844,0.778963902,0.00498274,0.001131664,0.60678476,0.997108089,CALI
84527,1123.509,437.4509735,248.6470827,1.759324777,0.822752436,85482,328.0596272,0.758171283,0.988828057,0.841496295,0.749934615,0.005175281,0.001009735,0.562401926,0.989447643,CALI
84566,1134.25,439.823932,246.3371,1.785455508,0.82843774,85580,328.1353004,0.812259874,0.988151437,0.826015272,0.746060586,0.005200955,0.000993938,0.556606398,0.993795959,CALI
84600,1121.771,426.5786115,254.1952656,1.678153252,0.803063742,85556,328.2012576,0.771756979,0.988826032,0.84483483,0.769380482,0.0050423,0.001089866,0.591946326,0.993376651,CALI
84609,1209.172,446.1431863,242.5924277,1.839064766,0.839244238,85785,328.2187146,0.774020913,0.98629131,0.727193959,0.735680214,0.005272999,0.000952782,0.541225377,0.995348521,CALI
84614,1122.443,432.0825362,250.9730018,1.72162955,0.814014146,85567,328.2284126,0.808813268,0.988862529,0.843963177,0.759642858,0.005106514,0.001048919,0.577057271,0.99347885,CALI
84629,1124.297,448.1926562,243.1812137,1.843039803,0.840002919,86214,328.2575048,0.75759122,0.981615515,0.841331151,0.732402685,0.00529597,0.000939994,0.536413693,0.988631787,CALI
84641,1111.659,432.5475368,250.5309368,1.726523448,0.815186456,85214,328.2807766,0.677431489,0.993275753,0.860691419,0.75894728,0.005110378,0.001045874,0.576000974,0.994479188,CALI
84648,1132.054,439.91571,248.9619409,1.766999841,0.824452603,86779,328.2943511,0.767183875,0.975443368,0.830027112,0.746266486,0.005197001,0.000994279,0.556913668,0.984066364,CALI
